Time,Deflection,Force,Angle,Torque
18.9,1.85,17.2,3.0256755101547164,23.700800199999996
18.989242600000004,1.85,17.0,3.0256755101547164,23.425209499999998
19.0,1.8466666666666667,16.8,3.0202339449390996,23.1496188
19.1,1.8433333333333335,16.4,3.0147923251879134,22.598437399999995
19.100539500000004,1.84,16.15,3.0093506509985066,22.253949024999994
19.2,1.84,15.9,3.0093506509985066,21.909460649999996
19.21484452,1.84,15.75,3.0093506509985066,21.702767624999996
19.3,1.82,15.6,2.9766994681117436,21.496074599999996
19.325139810000003,1.8,15.5,2.944046349987624,21.35827925
19.4,1.7850000000000001,15.4,2.919555254052032,21.220483899999998
19.435433680000003,1.77,15.3,2.89506309025996,21.082688549999997
19.5,1.77,15.2,2.89506309025996,20.944893199999996
19.550742200000002,1.77,15.149999999999999,2.89506309025996,20.875995524999997
19.6,1.755,15.1,2.870569867493036,20.807097849999998
19.661036540000005,1.74,15.05,2.8460755946352077,20.738200175
19.7,1.73,15.0,2.829745500400993,20.669302499999997
19.77133088,1.72,15.0,2.8134149460426277,20.669302499999997
19.8,1.705,15.0,2.7889182575342324,20.669302499999997
19.887641960000003,1.69,15.0,2.764420548564566,20.669302499999997
19.9,1.68,15.0,2.74808818005375,20.669302499999997
19.996933509999998,1.67,14.95,2.731755364593065,20.600404825
20.0,1.6633333333333333,14.9,2.7208665739489204,20.53150715
20.1,1.6566666666666665,14.8,2.7099775866132068,20.3937118
20.10722785,1.65,14.45,2.699088403367203,19.911428074999996
20.2,1.65,14.1,2.699088403367203,19.429144349999998
20.2185257,1.65,13.95,2.699088403367203,19.222451324999998
20.3,1.65,13.8,2.699088403367203,19.015758299999998
20.33283024,1.65,13.7,2.699088403367203,18.877962949999997
20.4,1.63,13.6,2.6664196859815195,18.740167599999996
20.44312482,1.61,13.45,2.633749233537389,18.533474574999996
20.5,1.6,13.3,2.6174133632644336,18.32678155
20.554422430000002,1.59,13.15,2.6010770671429393,18.120088525
20.6,1.5750000000000002,13.0,2.576571830268831,17.913395499999996
20.668727690000004,1.56,12.8,2.5520656500848538,17.637804799999998
